Differential O
distribution O
of O
ionotropic O
glutamate O
receptor O
subunits O
in O
the O
rat O
olfactory B-BrainRegion
bulb I-BrainRegion
. O

The O
subcellular O
localization O
of O
ionotropic O
glutamate O
receptor O
( O
GluR O
) O
subunits O
was O
examined O
with O
light O
and O
electron O
microscopy O
in O
the O
rat O
olfactory B-BrainRegion
bulb I-BrainRegion
by O
using O
antibodies O
to O
alpha O
- O
amino O
- O
3 O
- O
hydroxy O
- O
5 O
- O
methylisoxazole O
- O
4 O
- O
propionic O
acid O
( O
AMPA O
) O
receptor O
subunits O
: O
GluR1 O
, O
GluR2 O
/ O
3 O
, O
and O
GluR4 O
; O
and O
kainate O
( O
KA O
) O
receptor O
subunits O
: O
GluR5 O
/ O
6 O
/ O
7 O
. O

Immunoreactivity O
to O
GluR1 O
was O
heavy O
in O
the O
glomerular B-BrainRegion
layer I-BrainRegion
, O
moderate O
in O
the O
external B-BrainRegion
plexiform I-BrainRegion
layer I-BrainRegion
, O
and O
localized O
to O
periglomerular O
somata O
and O
dendrites O
, O
short O
axon O
somata O
and O
dendrites O
, O
mitral O
cell O
somata O
, O
and O
mitral O
/ O
tufted O
dendrites O
. O

GluR2 O
/ O
3 O
immunoreactivity O
was O
heavy O
in O
the O
external B-BrainRegion
plexiform I-BrainRegion
and I-BrainRegion
glomerular I-BrainRegion
layers I-BrainRegion
and O
localized O
to O
periglomerular O
somata O
and O
dendrites O
, O
mitral O
cell O
somata O
, O
mitral O
/ O
tufted O
dendrites O
, O
granule O
cell O
somata O
, O
and O
olfactory O
nerve O
- O
associated O
glia O
. O

GluR4 O
immunoreactivity O
showed O
heavy O
staining O
in O
the O
external B-BrainRegion
plexiform I-BrainRegion
and O
olfactory B-BrainRegion
nerve I-BrainRegion
layers I-BrainRegion
with O
localization O
to O
mitral O
cells O
, O
mitral O
/ O
tufted O
dendritic O
processes O
, O
and O
olfactory B-BrainRegion
nerve I-BrainRegion
glial O
processes O
. O

GluR5 O
/ O
6 O
/ O
7 O
immunoreactivity O
was O
heavy O
in O
the O
external B-BrainRegion
plexiform I-BrainRegion
layer I-BrainRegion
, O
moderate O
in O
the O
olfactory B-BrainRegion
nerve I-BrainRegion
and O
glomerular B-BrainRegion
layers I-BrainRegion
, O
and O
localized O
to O
granule O
cells O
, O
mitral O
cells O
, O
and O
mitral O
/ O
tufted O
dendritic O
processes O
. O

Ultrastructural O
immunolabeling O
for O
all O
antibodies O
examined O
showed O
immunoreactivity O
in O
the O
postsynaptic O
membrane O
and O
densities O
, O
adjacent O
dendritic O
cytoplasm O
, O
and O
somatic O
cytoplasm O
. O

These O
data O
demonstrate O
a O
highly O
specific O
laminar O
, O
cellular O
, O
and O
subcellular O
distribution O
of O
ionotropic O
GluR O
subunits O
within O
the O
primary O
afferent O
and O
local O
synaptic O
circuits O
of O
the O
olfactory B-BrainRegion
bulb I-BrainRegion
. O

The O
results O
are O
consistent O
with O
the O
notion O
that O
the O
different O
roles O
subserved O
by O
glutamate O
in O
the O
olfactory B-BrainRegion
bulb I-BrainRegion
are O
actuated O
, O
in O
part O
, O
by O
a O
differential O
distribution O
of O
GluR O
subunits O
. O


Dopamine O
receptor O
subtypes O
modulate O
olfactory B-BrainRegion
bulb I-BrainRegion
gamma O
- O
aminobutyric O
acid O
type O
A O
receptors O
. O

The O
gamma O
- O
aminobutyric O
acid O
type O
A O
( O
GABAA O
) O
receptor O
is O
the O
predominant O
Cl O
- O
channel O
protein O
mediating O
inhibition O
in O
the O
olfactory B-BrainRegion
bulb I-BrainRegion
and O
elsewhere O
in O
the O
mammalian O
brain O
. O

The O
olfactory B-BrainRegion
bulb I-BrainRegion
is O
rich O
in O
neurons O
containing O
both O
GABA O
and O
dopamine O
. O

Dopamine O
D1 O
and O
D2 O
receptors O
are O
also O
highly O
expressed O
in O
this O
brain O
region O
with O
a O
distinct O
and O
complementary O
distribution O
pattern O
. O

This O
distribution O
suggests O
that O
dopamine O
may O
control O
the O
GABAergic O
inhibitory O
processing O
of O
odor O
signals O
, O
possibly O
via O
different O
signal O
- O
transduction O
mechanisms O
. O

We O
have O
observed O
that O
GABAA O
receptors O
in O
the O
rat O
olfactory B-BrainRegion
bulb I-BrainRegion
are O
differentially O
modulated O
by O
dopamine O
in O
a O
cell O
- O
specific O
manner O
. O

Dopamine O
reduced O
the O
currents O
through O
GABA O
- O
gated O
Cl O
- O
channels O
in O
the O
interneurons O
, O
presumably O
granule O
cells O
. O

This O
action O
was O
mediated O
via O
D1 O
receptors O
and O
involved O
phosphorylation O
of O
GABAA O
receptors O
by O
protein O
kinase O
A O
. O

Enhancement O
of O
GABA O
responses O
via O
activation O
of O
D2 O
dopamine O
receptors O
and O
phosphorylation O
of O
GABAA O
receptors O
by O
protein O
kinase O
C O
was O
observed O
in O
mitral O
/ O
tufted O
cells O
. O

Decreasing O
or O
increasing O
the O
binding O
affinity O
for O
GABA O
appears O
to O
underlie O
the O
modulatory O
effects O
of O
dopamine O
via O
distinct O
receptor O
subtypes O
. O

This O
dual O
action O
of O
dopamine O
on O
inhibitory O
GABAA O
receptor O
function O
in O
the O
rat O
olfactory B-BrainRegion
bulb I-BrainRegion
could O
be O
instrumental O
in O
odor O
detection O
and O
discrimination O
, O
olfactory B-BrainRegion
learning O
, O
and O
ultimately O
odotopic O
memory O
formation O
. O


Action O
potentials O
in O
the O
dendrites O
of O
retinal O
ganglion O
cells O
. O

The O
somas O
and O
dendrites O
of O
intact O
retinal O
ganglion O
cells O
were O
exposed O
by O
enzymatic O
removal O
of O
the O
overlying O
endfeet O
of O
the O
Muller O
glia O
. O

Simultaneous O
whole O
cell O
patch O
recordings O
were O
made O
from O
a O
ganglion O
cell O
' O
s O
dendrite O
and O
the O
cell O
' O
s O
soma O
. O

When O
a O
dendrite O
was O
stimulated O
with O
depolarizing O
current O
, O
impulses O
often O
propagated O
to O
the O
soma O
, O
where O
they O
appeared O
as O
a O
mixture O
of O
small O
depolarizations O
and O
action O
potentials O
. O

When O
the O
soma O
was O
stimulated O
, O
action O
potentials O
always O
propagated O
back O
through O
the O
dendrite O
. O

The O
site O
of O
initiation O
of O
action O
potentials O
, O
as O
judged O
by O
their O
timing O
, O
could O
be O
shifted O
between O
soma O
and O
dendrite O
by O
changing O
the O
site O
of O
stimulation O
. O

Applying O
QX O
- O
314 O
to O
the O
soma O
could O
eliminate O
somatic O
action O
potentials O
while O
leaving O
dendritic O
impulses O
intact O
. O

The O
absolute O
amplitudes O
of O
the O
dendritic O
action O
potentials O
varied O
somewhat O
at O
different O
distances O
from O
the O
soma O
, O
and O
it O
is O
not O
clear O
whether O
these O
variations O
are O
real O
or O
technical O
. O

Nonetheless O
, O
the O
qualitative O
experiments O
clearly O
suggest O
that O
the O
dendrites O
of O
retinal O
ganglion O
cells O
generate O
regenerative O
Na O
+ O
action O
potentials O
, O
at O
least O
in O
response O
to O
large O
direct O
depolarizations O
. O


Properties O
of O
NMDA O
receptors O
in O
rat O
spinal O
cord O
motoneurons O
. O

Postnatal O
development O
and O
properties O
of O
N O
- O
methyl O
- O
d O
- O
aspartate O
( O
NMDA O
) O
receptors O
were O
studied O
with O
whole O
- O
cell O
and O
outside O
- O
out O
patch O
- O
clamp O
techniques O
in O
interneurons O
and O
fluorescence O
- O
labelled O
motoneurons O
in O
rat O
spinal O
cord O
slices O
. O

Both O
the O
absolute O
amplitude O
of O
NMDA O
- O
induced O
currents O
and O
currents O
normalized O
with O
respect O
to O
the O
motoneuron O
capacitance O
increased O
significantly O
at O
postnatal O
days O
10 O
- O
13 O
when O
compared O
to O
the O
responses O
evoked O
at O
postnatal O
days O
2 O
- O
3 O
. O

The O
mean O
amplitude O
of O
the O
responses O
to O
kainate O
also O
increased O
in O
motoneurons O
of O
postnatal O
days O
10 O
- O
13 O
. O

Single O
- O
channel O
currents O
induced O
by O
low O
concentrations O
of O
glutamate O
, O
exhibited O
four O
distinct O
amplitude O
levels O
corresponding O
to O
19 O
. O

2 O
+ O
/ O
- O
2 O
. O

4 O
pS O
, O
38 O
. O

4 O
+ O
/ O
- O
3 O
. O

5 O
pS O
, O
56 O
. O

3 O
+ O
/ O
- O
2 O
. O

4 O
pS O
and O
69 O
. O

6 O
+ O
/ O
- O
3 O
. O

7 O
pS O
. O

In O
contrast O
, O
the O
conductance O
of O
single O
channels O
, O
recorded O
under O
identical O
conditions O
, O
in O
rat O
spinal O
cord O
interneurons O
was O
less O
, O
15 O
. O

3 O
+ O
/ O
- O
3 O
. O

2 O
pS O
, O
29 O
. O

9 O
+ O
/ O
- O
5 O
. O

4 O
pS O
, O
46 O
. O

7 O
+ O
/ O
- O
4 O
. O

8 O
pS O
and O
62 O
. O

4 O
+ O
/ O
- O
3 O
. O

9 O
pS O
. O

The O
high O
( O
56 O
/ O
70 O
pS O
) O
conductance O
single O
- O
channel O
openings O
in O
motoneuron O
patches O
were O
sensitive O
to O
NMDA O
receptor O
inhibitors O
D O
- O
2 O
- O
amino O
- O
5 O
- O
phosphonovalerate O
, O
7 O
- O
chlorokynurenic O
acid O
and O
ifenprodil O
. O

Whole O
- O
cell O
NMDA O
- O
evoked O
currents O
were O
blocked O
in O
a O
voltage O
- O
dependent O
manner O
by O
extracellular O
Mg2 O
+ O
with O
an O
apparent O
dissociation O
constant O
for O
Mg2 O
+ O
binding O
at O
0 O
mV O
of O
1 O
. O

8 O
+ O
/ O
- O
0 O
. O

5 O
mm O
. O

The O
conductance O
and O
relative O
distribution O
of O
NMDA O
receptor O
channel O
openings O
induced O
by O
1 O
micrometer O
glutamate O
in O
patches O
isolated O
from O
the O
motoneurons O
were O
independent O
of O
age O
from O
postnatal O
day O
4 O
to O
14 O
. O

The O
results O
suggest O
that O
the O
properties O
of O
NMDA O
receptor O
channels O
in O
motoneurons O
differ O
from O
those O
in O
spinal O
cord O
interneurons O
and O
cells O
transfected O
with O
NR1 O
/ O
NR2 O
subunits O
. O


Estimation O
of O
single O
channel O
conductance O
underlying O
synaptic O
transmission O
between O
pyramidal O
cells O
in O
the O
visual B-BrainRegion
cortex I-BrainRegion
. O

Axon O
collaterals O
originating O
from O
pyramidal O
cells O
are O
one O
of O
the O
most O
abundant O
presynaptic O
elements O
in O
the O
neocortical B-BrainRegion
circuits O
. O

To O
understand O
a O
quantitative O
aspect O
of O
synaptic O
transmission O
between O
pyramidal O
cells O
, O
we O
attempted O
to O
estimate O
single O
channel O
conductance O
by O
applying O
non O
- O
stationary O
noise O
analysis O
to O
unitary O
excitatory O
postsynaptic O
currents O
. O

Simultaneous O
recordings O
were O
carried O
out O
in O
two O
pyramidal O
cells O
of O
superficial O
layers O
in O
visual B-BrainRegion
cortical I-BrainRegion
slices O
. O

Unitary O
postsynaptic O
currents O
, O
which O
were O
evoked O
by O
action O
potentials O
of O
presynaptic O
cells O
impaled O
with O
conventional O
sharp O
electrodes O
, O
were O
recorded O
from O
postsynaptic O
cells O
with O
whole O
- O
cell O
patch O
clamp O
techniques O
. O

Estimated O
single O
channel O
conductance O
was O
12 O
. O

8 O
3 O
. O

8 O
( O
S O
. O

D O
. O

) O
pS O
for O
kittens O
and O
10 O
. O

4 O
+ O
/ O
- O
1 O
. O

5 O
pS O
for O
rats O
. O

Dividing O
these O
values O
by O
the O
conductance O
for O
unitary O
postsynaptic O
currents O
, O
we O
calculated O
the O
number O
of O
non O
- O
N O
- O
methyl O
- O
D O
- O
aspartate O
receptor O
channels O
activated O
during O
the O
postsynaptic O
currents O
. O

The O
obtained O
estimates O
were O
52 O
( O
kittens O
) O
and O
41 O
( O
rats O
) O
. O

To O
further O
estimate O
the O
number O
of O
channels O
involved O
in O
each O
quantal O
event O
, O
we O
analysed O
amplitude O
histograms O
of O
miniature O
and O
spike O
- O
evoked O
excitatory O
postsynaptic O
currents O
. O

The O
derived O
number O
of O
estimates O
from O
these O
two O
kinds O
of O
histograms O
agreed O
quite O
well O
; O
about O
20 O
channels O
were O
required O
for O
individual O
quantal O
events O
. O

Assuming O
open O
probability O
of O
non O
- O
N O
- O
methyl O
- O
D O
- O
aspartate O
receptor O
channels O
to O
be O
0 O
. O

7 O
, O
our O
results O
suggest O
that O
the O
number O
of O
channels O
available O
for O
synaptic O
transmission O
between O
individual O
pyramidal O
cells O
would O
be O
74 O
( O
kittens O
) O
and O
59 O
( O
rats O
) O
. O

We O
propose O
that O
at O
pyramidal O
- O
pyramidal O
synapses O
, O
the O
number O
of O
open O
channels O
is O
several O
times O
smaller O
than O
that O
previously O
reported O
for O
the O
synapses O
between O
geniculo O
- O
cortical O
afferent O
and O
layer O
IV O
spiny O
stellate O
cells O
. O


Modulation O
of O
inhibitory O
synaptic O
potentials O
in O
the O
piriform B-BrainRegion
cortex I-BrainRegion
. O

Modulation O
of O
inhibitory O
